,index,coordinates,codeInsee,nom,adresse_ligne01,adresse_ligne02,adresse_ligne03,adresse_code_postal,adresse_commune,adresse_coordonnees,telephone,e_mail,url,zonage_commune
1513,permanence_juridique-69389-01,"[4.807022, 45.773716]",69389,Point-justice - Point d'accès au droit personnes malentendantes de l'AJD de Lyon Nord,1-5 rue du Chapeau Rouge,,,69009,LYON,"[4.807022, 45.773716]",04 72 07 38 33,,,['69389 Lyon 9e Arrondissement']
1514,permanence_juridique-69255-01,"[4.657282, 45.73792]",69255,Point-justice - France services,5 place du marché,,,69670,VAUGNERAY,"[4.657282, 45.73792]",09 72 72 59 12,,,['69255 Vaugneray']
1515,permanence_juridique-69123-01,"[4.84783, 45.76043]",69123,Point-justice - Point d'accès au droit en juridiction au Tribunal judiciaire de Lyon,67 rue Servient,,,69300,LYON,"[4.84783, 45.76043]",04 72 60 60 00,,,['69123 Lyon']
1516,permanence_juridique-69286-01,"[4.889218, 45.812863]",69286,Point-justice - Point d'accès au droit Centre d'information sur le droit des Femmes et des Familles de Rillieux-la-Pape,1 rue Boileau,,,69140,RILLIEUX LA PAPE,"[4.889218, 45.812863]",04 78 88 02 49,,,['69286 Rillieux-la-Pape']
1517,permanence_juridique-69029-01,"[4.90722, 45.728536]",69029,Point-justice - Point d'accès au droit Centre d'information sur le droit des Femmes et des Familles de Bron,4 rue Louis Maggiorini,,,69500,BRON,"[4.90722, 45.728536]",04 72 75 38 40,,,['69029 Bron']
1518,permanence_juridique-69091-02,"[4.764508, 45.605831]",69091,Point-justice - Bus du droit de la Métropole Givors,allée Nelson Mandela,,,69700,GIVORS,"[4.764508, 45.605831]",04 78 48 16 03,,,['69091 Givors']
1519,permanence_juridique-69382-01,"[4.829298, 45.754276]",69382,Point-justice - Point d'accès au droit accueil de jour AMELY de Lyon 2,6 rue d'Auvergne,,,69002,LYON,"[4.829298, 45.754276]",04 78 37 90 71,,,['69382 Lyon 2e Arrondissement']
1520,permanence_juridique-69278-01,"[4.838257, 45.898296]",69278,Point-justice - Point d'accès au droit Centre d'information sur le droit des Femmes et des Familles de Genay,1 place Colete Besson,,,69730,GENAY,"[4.838257, 45.898296]",04 78 88 02 49,,,['69278 Genay']
1521,permanence_juridique-69243-02,"[4.433753, 45.89544]",69243,Point-justice - Point d'accès au droit itinérant du Beaujolais,57 rue de la République,,,69170,TARARE,"[4.433753, 45.89544]",04 81 04 11 90,,,['69243 Tarare']
1522,permanence_juridique-69029-02,"[4.90422, 45.734693]",69029,Point-justice - Point d’accès au droit des personnes âgées de Bron,"Mairie de Bron, CCAS Square Weingarten",,,69500,BRON,"[4.90422, 45.734693]",04 78 26 49 39,,,['69029 Bron']
1523,permanence_juridique-69091-01,"[4.767773, 45.584445]",69091,Point-justice - Point d'accès au droit  itinérant de Givors/Grigny,6 rue Jacques Prévert,,,69700,GIVORS,"[4.767773, 45.584445]",04 78 07 41 00,,,['69091 Givors']
1524,permanence_juridique-69266-03,"[4.883219, 45.764346]",69266,Point-justice - Point d'accès au droit APPEL au Tribunal judiciaire de Villeurbanne,3 rue du Docteur Fleury Papillon,,,69100,VILLEURBANNE,"[4.883219, 45.764346]",04 78 39 29 38,,,['69266 Villeurbanne']
1525,permanence_juridique-69238-01,"[4.454971, 45.633526]",69238,Point-justice - France services,57 rue des Tanneries,,,69590,ST SYMPHORIEN SUR COISE,"[4.454971, 45.633526]",04 78 19 05 14,,,['69238 Saint-Symphorien-sur-Coise']
1526,permanence_juridique-69383-04,"[4.843789, 45.756013]",69383,Point-justice - Point d'accès au droit AMELY de Lyon 3,11 rue de Turenne,,,69003,LYON,"[4.843789, 45.756013]",04 78 37 90 71,,,['69383 Lyon 3e Arrondissement']
1527,permanence_juridique-69275-01,"[4.972753, 45.769986]",69275,Point-justice - Point d'accès au droit AMELY de Décines,13 avenue Salvador Allende,,,69150,DECINES,"[4.972753, 45.769986]",04 78 37 90 71,,,['69275 Décines-Charpieu']
1528,permanence_juridique-69149-02,"[4.803933, 45.715325]",69149,Point-justice - Bus du droit de la Métropole Oullins,-,,,69600,OULLINS,"[4.803933, 45.715325]",04 78 59 44 73,,,['69149 Oullins']
1529,permanence_juridique-69389-03,"[4.794603, 45.783151]",69389,Point-justice - Point d'accès au droit AMELY de Lyon 9,235 avenue du Plateau,,,69009,LYON,"[4.794603, 45.783151]",04 78 37 90 71,,,['69389 Lyon 9e Arrondissement']
1530,permanence_juridique-69143-02,"[4.837962, 45.87842]",69143,Point-justice - Bus du droit de la Métropole Neuville-Sur-Saone,place Charles de Gaulle,,,69250,NEUVILLE SUR SAONE,"[4.837962, 45.87842]",04 72 08 95 87,,,['69143 Neuville-sur-Saône']
1531,permanence_juridique-69199-01,"[4.853004, 45.711244]",69199,Point-justice - Point d'accès au droit de Saint-Fons,26 rue Anatole France,,,69190,ST FONS,"[4.853004, 45.711244]",04 72 09 02 00,,,['69199 Saint-Fons']
1532,permanence_juridique-69266-01,"[4.902073, 45.776177]",69266,Point-justice - Point d’accès au droit itinérant de Villeurbanne,30 rue Saint Jean,,,69100,VILLEURBANNE,"[4.902073, 45.776177]",04 78 80 29 82,,,['69266 Villeurbanne']
1533,permanence_juridique-69018-02,"[4.585132, 46.156085]",69018,Point-justice - France services,35 rue de la Chapelle du Prince – Beaujeu,,,69430,BEAUJEU,"[4.585132, 46.156085]",04 74 69 51 63,,,['69018 Beaujeu']
1534,permanence_juridique-69382-02,"[4.823424, 45.743832]",69382,Point-justice - Point d'accès au droit AMELY de Lyon 2,45 rue Smith,,,69002,LYON,"[4.823424, 45.743832]",04 78 37 90 71,,,['69382 Lyon 2e Arrondissement']
1535,permanence_juridique-69383-02,"[4.865944, 45.758784]",69383,Point-justice - Point d'accès au droit accueil de jour AMELY de Lyon 3,66 rue Etienne Richerand,,,69003,LYON,"[4.865944, 45.758784]",04 78 37 90 71,,,['69383 Lyon 3e Arrondissement']
1536,permanence_juridique-69389-04,"[4.791634, 45.786833]",69389,Point-justice - Bus du droit de la Métropole de Lyon,26 avenue Roza Parks,,,69009,LYON,"[4.791634, 45.786833]",04 78 64 58 90,,,['69389 Lyon 9e Arrondissement']
1537,permanence_juridique-69259-01,"[4.871155, 45.696745]",69259,Point-justice - Point d'accès au droit Centre d'information sur le droit des Femmes et des Familles de Vénissieux,19 avenue jean Cagne,,,69200,VENISSIEUX,"[4.871155, 45.696745]",04 72 89 32 70,,,['69259 Vénissieux']
1538,permanence_juridique-69220-01,"[4.465954, 45.739468]",69220,Point-justice - France services,122 avenue des 4 cantons,,,69930,ST LAURENT DE CHAMOUSSET,"[4.465954, 45.739468]",04 74 26 50 78,,,['69220 Saint-Laurent-de-Chamousset']
1539,permanence_juridique-69389-02,"[4.807022, 45.773716]",69389,Point-justice - Point d'accès au droit de l'AJD de Lyon Nord,1-5 rue du Chapeau Rouge,,,69009,LYON,"[4.807022, 45.773716]",04 72 07 38 33,,,['69389 Lyon 9e Arrondissement']
1540,permanence_juridique-69383-01,"[4.84783, 45.76043]",69383,Point-justice - Point d'accès au droit adossé au bureau d'aide juridictionnelle au Tribunal judiciaire de Lyon,67 rue Servient,,,69003,LYON,"[4.84783, 45.76043]",04 72 60 60 00,,,['69383 Lyon 3e Arrondissement']
1541,permanence_juridique-69282-01,"[4.995694, 45.775583]",69282,Point-justice - Bus du droit de la Métropole Meyzieu,place Roger Matray,,,69330,MEYZIEU,"[4.995694, 45.775583]",04 78 04 63 63,,,['69282 Meyzieu']
1542,permanence_juridique-69110-01,"[4.501432, 45.606295]",69110,Point-justice - Point d'accès au droit Maison du territoire de La Mure,"2 rue du Pont de La Maladière, CS 60500",,,38350,LA MURE,"[4.501432, 45.606295]",04 57 48 11 11,,,['69110 Larajasse']
1543,permanence_juridique-69264-01,"[4.715227, 45.992992]",69264,Point-justice - Point d'accès au droit itinérant du Beaujolais,350 Cours Gambetta,,,69400,VILLEFRANCHE SUR SAONE,"[4.715227, 45.992992]",04 81 04 11 90,,,['69264 Villefranche-sur-Saône']
1544,permanence_juridique-69243-01,"[4.432896, 45.899611]",69243,Point-justice - Point d'accès au droit de Tarare,6 rue du Pigeonnier,,,69170,TARARE,"[4.432896, 45.899611]",04 74 05 36 20,,,['69243 Tarare']
1545,permanence_juridique-69277-01,"[4.999007, 45.731942]",69277,Point-justice - Point d'accès au droit Centre d'information sur le droit des Femmes et des Familles de Genas,19 rue de la République,,,69740,GENAS,"[4.999007, 45.731942]",04 72 47 11 27,,,['69277 Genas']
1546,permanence_juridique-69388-01,"[4.865245, 45.730342]",69388,Point-justice - Point d'accès au droit Centre d'information sur le droit des Femmes et des Familles de la Caisse d'Allocation Familiale du Rhône,1 place du 8 mai 45,,,69008,LYON,"[4.865245, 45.730342]",04 78 39 32 25,,,['69388 Lyon 8e Arrondissement']
1547,permanence_juridique-69266-02,"[4.86984, 45.769124]",69266,Point-justice - Point d'accès au droit accueil de jour AMELY de Villeurbanne,28 rue d'Alsace,,,69100,VILLEURBANNE,"[4.86984, 45.769124]",04 78 37 90 71,,,['69266 Villeurbanne']
1548,permanence_juridique-69381-02,"[4.83753, 45.769657]",69381,Point-justice - Point d'accès au droit du Centre d'information sur les droits des Femmes et des Familles de Lyon,18 place Tolozan,,,69001,LYON,"[4.83753, 45.769657]",04 78 39 32 25,,,['69381 Lyon 1er Arrondissement']
1549,permanence_juridique-69264-03,"[4.715227, 45.992992]",69264,Point-justice - Point d'accès au droit APPEL du Tribunal judiciaire Villefranche/Saône,350 Cours Gambetta,,,69400,VILLEFRANCHE SUR SAONE,"[4.715227, 45.992992]",04 78 39 29 38,,,['69264 Villefranche-sur-Saône']
1550,permanence_juridique-69018-01,"[4.593702, 46.151549]",69018,Point-justice - Point d'accès au droit de Beaujeu,48 ter rue du général Leclerc,,,69430,BEAUJEU,"[4.593702, 46.151549]",04 74 65 05 95,,,['69018 Beaujeu']
1551,permanence_juridique-69027-01,"[4.76065, 45.675926]",69027,Point-justice - Point d'accès au droit AMELY de Brignais,28 rue du Général de gaulle,,,69530,BRIGNAIS,"[4.76065, 45.675926]",04 78 37 90 71,,,['69027 Brignais']
1552,permanence_juridique-69096-01,"[4.798301, 45.612649]",69096,Point-justice - Point d'accès au droit  de Givors/Grigny,3 avenue Jean Estragnat,,,69700,GRIGNY,"[4.798301, 45.612649]",04 78 07 41 00,,,['69096 Grigny']
1553,permanence_juridique-63113-07,"[3.084579, 45.775323]",63113,Point-justice - relais d'accès au droit Centre Communal d’action sociale de Clermont-Ferrand,20 rue Georges Clémenceau,,,63000,CLERMONT FERRAND,"[3.084579, 45.775323]",04 73 98 07 81,,,['63113 Clermont-Ferrand']
1554,permanence_juridique-63321-01,"[2.799015, 45.682709]",63321,Point-justice - France services,4 place Jean Garnier,,,63500,ARDES SUR COUZE,"[2.799015, 45.682709]",04 73 71 86 96,,,['63321 Saint-Babel']
1555,permanence_juridique-63305-01,"[2.799015, 45.682709]",63305,Point-justice - France services,12 route de Bordas,,,63210,ROCHEFORT MONTAGNE,"[2.799015, 45.682709]",04 73 65 89 50,,,['63305 Rochefort-Montagne']
1556,permanence_juridique-63338-01,"[2.834611, 46.161159]",63338,Point-justice - relais d'accès au droit Saint-Eloy-les-Mines,place Michel Duval,,,63700,ST ELOY LES MINES CEDEX,"[2.834611, 46.161159]",04 73 85 08 24,,,['63338 Saint-Éloy-les-Mines']
1557,permanence_juridique-63206-01,"[2.941808, 45.962473]",63206,Point-justice - France services,6 route de Riom,,,63410,MANZAT,"[2.941808, 45.962473]",04 73 67 42 97,,,['63206 Manzat']
1558,permanence_juridique-63113-06,"[3.077695, 45.767928]",63113,Point-justice - France services,2 rue Henri Tourette,,,63100,CLERMONT FERRAND,"[3.077695, 45.767928]",04 73 24 83 77,,,['63113 Clermont-Ferrand']
1559,permanence_juridique-63300-01,"[3.116705, 45.894783]",63300,Point-justice - relais d'accès au droit Tribunal d’instance de Riom,rue Jean de Berry,,,63201,RIOM,"[3.116705, 45.894783]",04 73 33 70 80,,,['63300 Riom']
1560,permanence_juridique-63124-01,"[3.193098, 45.730228]",63124,Point-justice - relais d'accès au droit Maison des Citoyens Cournon-d'Auvergne,15 impasse des Dômes,,,63800,COURNON D AUVERGNE,"[3.193098, 45.730228]",04 63 66 22 66,,,"[""63124 Cournon-d'Auvergne""]"
1561,permanence_juridique-63003-01,"[3.742313, 45.548991]",63003,Point-justice - relais d'accès au droit Ambert,boulevard Henri IV,,,63600,AMBERT,"[3.742313, 45.548991]",04 73 82 07 60,,,['63003 Ambert']
1562,permanence_juridique-63295-02,"[3.35306, 46.013203]",63295,Point-justice - France services,"12 place de la Mairie, Randan",,,63310,RANDAN,"[3.35306, 46.013203]",03 21 06 04 63,,,['63295 Randan']
1563,permanence_juridique-63283-01,"[2.675252, 45.868269]",63283,Point-justice - France services,6 avenue du Marronnier,,,63380,PONTAUMUR,"[2.675252, 45.868269]",04 73 79 70 70,,,['63283 Pontaumur']
1564,permanence_juridique-63430-01,"[3.54871, 45.855608]",63430,Point-justice - relais d'accès au droit Thiers,1 rue François Mitterrand,,,63300,THIERS CEDEX,"[3.54871, 45.855608]",04 73 80 88 80,,,['63430 Thiers']
1565,permanence_juridique-63113-03,"[3.094155, 45.758808]",63113,Point-justice - relais d'accès au droit Clermont-Ferrand MSAP Association Public Info,2 rue Tourette,,,63100,CLERMONT FERRAND,"[3.094155, 45.758808]",04 73 24 83 77,,,['63113 Clermont-Ferrand']
1566,permanence_juridique-63113-01,"[3.088866, 45.76347]",63113,Point-justice - relais d'accès au droit Clinique des droits de Clermont-Ferrand,10 boulevard Claude Bernard,,,63000,CLERMONT FERRAND,"[3.088866, 45.76347]",04 73 78 52 27,,,['63113 Clermont-Ferrand']
1567,permanence_juridique-63048-01,"[2.557594, 45.648029]",63048,Point-justice - France services,4 route de Tulle,,,63760,BOURG LASTIC,"[2.557594, 45.648029]",04 73 21 88 68,,,['63048 Bourg-Lastic']
1568,permanence_juridique-63178-01,"[3.248353, 45.544576]",63178,Point-justice - relais d'accès au droit Maison des Associations Issoire,20 rue du Palais,,,63500,ISSOIRE,"[3.248353, 45.544576]",04 73 96 33 50,,,['63178 Issoire']
1569,permanence_juridique-63165-01,"[2.468257, 45.801375]",63165,Point-justice - France services,1 place du champs de foire,,,63620,GIAT,"[2.468257, 45.801375]",04 73 21 71 67,,,['63165 Giat']
1570,permanence_juridique-63113-04,"[3.077115, 45.780061]",63113,Point-justice - relais d'accès au droit Centre Hospitalier Sainte-Marie de Clermont-Ferrand,33 rue Gabriel Péri,,,63000,CLERMONT FERRAND,"[3.077115, 45.780061]",04 73 43 55 10,,,['63113 Clermont-Ferrand']
1571,permanence_juridique-63113-05,"[3.090043, 45.77627]",63113,Point-justice - relais d'accès au droit Tribunal Administratif,6 cours Sablon,,,63033,CLERMONT FERRAND CEDEX 1,"[3.090043, 45.77627]",04 73 14 61 00,,,['63113 Clermont-Ferrand']
1572,permanence_juridique-63175-01,"[2.567812, 45.753523]",63175,Point-justice - France services,"Grand’rue, Herment",,,63470,HERMENT,"[2.567812, 45.753523]",04 73 22 10 58,,,['63175 Herment']
1573,permanence_juridique-63014-01,"[3.109796, 45.751119]",63014,Point-justice - relais d'accès au droit Aubière,place de l'Hôtel de Ville,,,63178,AUBIERE CEDEX,"[3.109796, 45.751119]",04 73 44 01 01,,,['63014 Aubière']
1574,permanence_juridique-63236-01,"[2.810089, 45.575118]",63236,Point-justice - France services,1 rue Côte Boissy,,,63240,MONT DORE,"[2.810089, 45.575118]",04 64 77 91 30,,,['63236 Mont-Dore']
1575,permanence_juridique-63113-02,"[3.079901, 45.779771]",63113,Point-justice - Point d'accès au droit Tribunal judiciaire de Clermont-Ferrand,16 place de l’Etoile,,,63033,CLERMONT FERRAND CEDEX 1,"[3.079901, 45.779771]",04 73 31 77 00,,,['63113 Clermont-Ferrand']
1576,permanence_juridique-63415-01,"[3.374038, 45.551718]",63415,Point-justice - France services,4 place Jean Garnier,,,63500,SAUXILLANGES,"[3.374038, 45.551718]",04 73 71 86 96,,,['63415 Sauxillanges']
1577,permanence_juridique-63113-08,"[3.129018, 45.811658]",63113,Point-justice - relais d'accès au droit Mairie annexe Les Vergnes,rue du Château des Vergnes,,,63100,CLERMONT FERRAND CEDEX 1,"[3.129018, 45.811658]",04 73 42 63 60,mailto:mairieannexevergnes@ville-clermont-ferrand.fr,,['63113 Clermont-Ferrand']
1578,permanence_juridique-63465-01,"[3.883694, 45.433329]",63465,Point-justice - France services,3 place de l’église,,,63840,VIVEROLS,"[3.883694, 45.433329]",04 73 95 36 40,,,['63465 Viverols']
1579,permanence_juridique-63354-01,"[2.822337, 46.028165]",63354,Point-justice - France services,rue Fontaine de la Ville,,,63390,ST GERVAIS D AUVERGNE,"[2.822337, 46.028165]",04 73 85 30 92,,,"[""63354 Saint-Gervais-d'Auvergne""]"
1580,permanence_juridique-63295-01,"[3.353051, 46.013176]",63295,Point-justice - relais d'accès au droit Randan,11 place de la Mairie,,,63310,RANDAN,"[3.353051, 46.013176]",04 70 41 50 02,,,['63295 Randan']
1581,permanence_juridique-63334-01,"[3.481375, 45.675671]",63334,Point-justice - France services,2 rue de l'Octroi,,,63520,ST DIER D AUVERGNE,"[3.481375, 45.675671]",04 73 16 59 98,,,"[""63334 Saint-Dier-d'Auvergne""]"
1582,permanence_juridique-63285-01,"[2.853137, 45.833256]",63285,Point-justice - France services,rue du Frère Genestier,,,63230,PONTGIBAUD,"[2.853137, 45.833256]",04 73 88 75 58,,,['63285 Pontgibaud']
1583,permanence_juridique-67544-01,"[7.945998, 49.03421]",67544,Point-justice - Point d'accès au droit de Wissenbourg,2 rue du Tribunal,,,67160,WISSEMBOURG,"[7.945998, 49.03421]",03 68 14 02 40,,,['67544 Wissembourg']
1584,permanence_juridique-67482-03,"[7.745144, 48.586009]",67482,Point-justice - Point d'accès au droit du Tribunal judiciaire de Strasbourg,quai Finckmatt,,,67000,STRASBOURG,"[7.745144, 48.586009]",03 88 75 27 27,,,['67482 Strasbourg']
1585,permanence_juridique-67437-01,"[7.362252, 48.741508]",67437,Point-justice - Point d'accès au droit du Patio Saverne,133 Grand rue,,,67700,SAVERNE,"[7.362252, 48.741508]",03 88 71 11 07,,,['67437 Saverne']
1586,permanence_juridique-67448-02,"[7.217925, 48.477331]",67448,Point-justice - France services,114 Grand'rue,,,67130,SCHIRMECK,"[7.217925, 48.477331]",03 88 97 86 20,,,['67448 Schirmeck']
1587,permanence_juridique-67462-02,"[7.455541, 48.258095]",67462,Point-justice - relais d'accès au droit à la maison de la citoyenneté de Sélestat,5 rue de l'Hôpital,,,67600,SELESTAT,"[7.455541, 48.258095]",03 88 82 98 97,,,['67462 Sélestat']
1588,permanence_juridique-67448-01,"[7.186743, 48.48538]",67448,Point-justice - Point d'accès au droit de Schirmeck,"Maison de la Vallée, 114 Grand'rue",,,67130,SCHIRMECK,"[7.186743, 48.48538]",03 88 97 86 20,,,['67448 Schirmeck']
1589,permanence_juridique-67180-01,"[7.787069, 48.817273]",67180,Point-justice - Point d'accès au droit de Haguenau,1 place du Général De Gaulle,,,67500,HAGUENAU,"[7.787069, 48.817273]",03 88 90 68 50,,,['67180 Haguenau']
1590,permanence_juridique-67046-01,"[7.855039, 48.767286]",67046,Point-justice - France services,48 rue Georges Clemenceau,,,67240,BISCHWILLER,"[7.855039, 48.767286]",03 88 53 73 73,,,['67046 Bischwiller']
1591,permanence_juridique-67474-01,"[7.884201, 48.937663]",67474,Point-justice - Point d'accès au droit de Soultz-sous-forêts,1 cour de la Mairie,,,67250,SOULTZ SOUS FORETS,"[7.884201, 48.937663]",03 88 80 40 42,,,['67474 Soultz-sous-Forêts']
1592,permanence_juridique-67462-01,"[7.450651, 48.26049]",67462,Point-justice - relais d'accès au droit au Tribunal de Proximité de Sélestat,17 allée de la 1ère Armée,,,67600,SELESTAT,"[7.450651, 48.26049]",03 88 57 40 50,,,['67462 Sélestat']
1593,permanence_juridique-67434-01,"[7.089933, 48.940446]",67434,Point-justice - Point d'accès au droit de Sarre-Union,"Mairie de Sarre-Union, 34 Grand'rue",,,67262,SARRE UNION,"[7.089933, 48.940446]",03 88 01 14 74,,,['67434 Sarre-Union']
1594,permanence_juridique-67482-02,"[7.748697, 48.558464]",67482,Point-justice - Point d'accès au droit du Secours Populaire de de Strasbourg,150 avenue de Colmar,,,67100,STRASBOURG,"[7.748697, 48.558464]",03 88 36 28 91,,,['67482 Strasbourg']
1595,permanence_juridique-67482-01,"[7.74363, 48.560495]",67482,Point-justice - Point d'accès au droit des Restaurants du cœur de Strasbourg,1 rue Maréchal Lefebvre,,,67200,STRASBOURG,"[7.74363, 48.560495]",03 88 40 14 13,,,['67482 Strasbourg']
1596,permanence_juridique-67261-01,"[8.178392, 48.974338]",67261,Point-justice - Point d'accès au droit de Lauterbourg,rue de la 1ère armée,,,67630,LAUTERBOURG,"[8.178392, 48.974338]",03 88 94 80 18,,,['67261 Lauterbourg']
1597,permanence_juridique-34111-01,"[3.706292, 43.930381]",34111,Point-justice - relais d'accès au droit de la Maison départementale des services de Ganges,"Maison départementale des services de Ganges, avenue Mont Aigoual",,,34190,GANGES,"[3.706292, 43.930381]",04 67 67 46 90,,,['34111 Ganges']
1598,permanence_juridique-34078-01,"[3.906152, 43.86138]",34078,Point-justice - France services,place de l’HERMET,,,34270,CLARET,"[3.906152, 43.86138]",04 67 59 00 38,,,['34078 Claret']
1599,permanence_juridique-34032-01,"[3.243878, 43.341449]",34032,Point-justice - Point d'accès au droit du Point information Jeunesse de Béziers,"Maison René Cassin, 6 rue Serge Gousseault",,,34500,BEZIERS,"[3.243878, 43.341449]",04 67 76 46 35,,,['34032 Béziers']
1600,permanence_juridique-34108-01,"[3.729815, 43.425165]",34108,Point-justice - France services,5 rue du Député Salette,,,34110,FRONTIGNAN,"[3.729815, 43.425165]",04 67 18 50 64,,,['34108 Frontignan']
1601,permanence_juridique-34114-01,"[3.5512, 43.653133]",34114,Point-justice - France services,Hôtel de ville - place Auguste DUCORNOT,,,34150,GIGNAC,"[3.5512, 43.653133]",04 67 57 01 70,,,['34114 Gignac']
1602,permanence_juridique-34301-03,"[3.700662, 43.404939]",34301,Point-justice - France services,"3 place Delille, résidence les terrasses su port",,,34200,SETE,"[3.700662, 43.404939]",04 67 74 08 29,,,['34301 Sète']
1603,permanence_juridique-34172-06,"[3.876734, 43.611242]",34172,Point-justice - relais d'accès au droit des Restaurants du cœur Montpellier,,,,34070,MONTPELLIER,"[3.876734, 43.611242]",04 67 65 88 19,,,['34172 Montpellier']
1604,permanence_juridique-34088-01,"[3.729229, 43.566188]",34088,Point-justice - France services,allée de la Lyre,,,34660,COURNONTERRAL,"[3.729229, 43.566188]",,,,['34088 Cournonterral']
1605,permanence_juridique-34058-01,"[3.988318, 43.674471]",34058,Point-justice - France services,50 avenue de la Gare,,,34160,CASTRIES,"[3.988318, 43.674471]",04 67 16 24 42,,,['34058 Castries']
1606,permanence_juridique-34299-01,"[3.280593, 43.280237]",34299,Point-justice - France services,146 avenue de la plage,,,34410,SERIGNAN,"[3.280593, 43.280237]",04 67 32 62 10,,,['34299 Sérignan']
1607,permanence_juridique-34301-02,"[3.661188, 43.414036]",34301,Point-justice - relais d'accès au droit de Sète Île de Thau,"Ile de Thau, 561 boulevard Mendès France",,,34200,SETE,"[3.661188, 43.414036]",04 67 51 04 65,,,['34301 Sète']
1608,permanence_juridique-34032-04,"[3.251886, 43.337895]",34032,Point-justice - France services,6 rue Serge Gousseault (accès rue Jean Franco) Béziers,,,34500,MFS ITINERANTE MSA,"[3.251886, 43.337895]",04 67 76 04 91,,,['34032 Béziers']
1609,permanence_juridique-34142-01,"[3.316672, 43.731985]",34142,Point-justice - France services,1 place Capitaine Francis Morand,,,34700,LODEVE,"[3.316672, 43.731985]",04 67 88 90 90,,,['34142 Lodève']
1610,permanence_juridique-34276-01,"[3.869207, 43.764107]",34276,Point-justice - relais d'accès au droit de la Communauté de communes du Grand Pic Saint Loup à Saint-Mathieu-de-Tréviers,"25, allée de l'Espérance",,,34270,ST MATHIEU DE TREVIERS,"[3.869207, 43.764107]",04 67 55 17 00,,,['34276 Saint-Mathieu-de-Tréviers']
1611,permanence_juridique-34032-06,"[3.219717, 43.357277]",34032,Point-justice - France services,6 place Ferrer,,,34310,BEZIERS,"[3.219717, 43.357277]",04 67 26 37 10,,,['34032 Béziers']
1612,permanence_juridique-34172-07,"[3.92118, 43.606441]",34172,Point-justice - France services,581 avenue Georges Méliès,,,34070,MONTPELLIER CENTRE SOCIAL ESPACE FAMILLE,"[3.92118, 43.606441]",06 37 09 39 82,,,['34172 Montpellier']
1613,permanence_juridique-34032-02,"[3.251886, 43.337895]",34032,Point-justice - Point d'accès au droit de la Maison René Cassin de Béziers,"6, rue Serge Gousseault",,,34500,BEZIERS,"[3.251886, 43.337895]",04 67 76 04 91,,,['34032 Béziers']
1614,permanence_juridique-34172-01,"[3.863494, 43.622794]",34172,Point-justice - relais d'accès au droit du Centre d'information régional jeunesse de Montpellier,"3, avenue Charles Flahault",,,34000,MONTPELLIER,"[3.863494, 43.622794]",04 67 04 36 66,,,['34172 Montpellier']
1615,permanence_juridique-34172-04,"[3.868667, 43.610477]",34172,Point-justice - Point d'accès au droit du tribunal judiciaire de Montpellier,"Tribunal judiciaire de Montpellier, place Pierre Flotte",,,34040,MONTPELLIER,"[3.868667, 43.610477]",04 67 12 60 00,,,['34172 Montpellier']
1616,permanence_juridique-34172-03,"[3.876734, 43.611242]",34172,Point-justice - relais d'accès au droit du centre d'hébergement et de réinsertion sociale Elisabeth Bouissonnade de Montpellier,,,,34080,MONTPELLIER,"[3.876734, 43.611242]",04 67 58 07 03,,,['34172 Montpellier']
1617,permanence_juridique-34057-01,"[3.8977, 43.628705]",34057,Point-justice - France services,"1 bis, place Charles de Gaulle",,,34170,CASTELNEAU LE LEZ,"[3.8977, 43.628705]",04 67 14 27 35,,,['34057 Castelnau-le-Lez']
1618,permanence_juridique-34237-01,"[3.31247, 43.503663]",34237,Point-justice - France services,35 avenue de Pézenas,,,34620,ROUJAN,"[3.31247, 43.503663]",04 67 24 50 80,,,['34237 Roujan']
1619,permanence_juridique-34032-05,"[3.251886, 43.337895]",34032,Point-justice - France services,6 rue Serge Gousseault (accès rue Jean Franco) Béziers,,,34500,BEZIERS MAISON RENE CASSIN,"[3.251886, 43.337895]",04 67 76 04 91,,,['34032 Béziers']
1620,permanence_juridique-34189-01,"[2.741159, 43.285183]",34189,Point-justice - France services,35 route d’OUPIA,,,34210,OLONZAC,"[2.741159, 43.285183]",09 67 45 23 07,,,['34189 Olonzac']
1621,permanence_juridique-34187-01,"[2.917271, 43.523758]",34187,Point-justice - France services,avenue du Champ des horts,,,34390,OLARGUES,"[2.917271, 43.523758]",04 67 97 88 00,,,['34187 Olargues']
1622,permanence_juridique-34154-01,"[4.008375, 43.617359]",34154,Point-justice - France services,boulevard de la démocratie,,,34130,MAUGUIO,"[4.008375, 43.617359]",,,,['34154 Mauguio']
1623,permanence_juridique-34293-01,"[2.727394, 43.595188]",34293,Point-justice - France services,VOIE PASTORALE,,,34330,LA SALVETAT SUR AGOUT,"[2.727394, 43.595188]",04 67 97 61 43,,,['34293 La Salvetat-sur-Agout']
1624,permanence_juridique-34274-02,"[3.732765, 43.791127]",34274,Point-justice - France services,9 place de la mairie,,,34380,ST MARTIN DE LONDRES,"[3.732765, 43.791127]",04 67 55 87 26,,,['34274 Saint-Martin-de-Londres']
1625,permanence_juridique-34028-01,"[3.155832, 43.615231]",34028,Point-justice - France services,6 place Ferrer,,,34310,BEDARIEUX,"[3.155832, 43.615231]",04 67 26 37 10,,,['34028 Bédarieux']
